module,uid,ProducerName,switches,file,rank,flushes,record_id,exe,max_byte,type,job_id,op,cnt,schema,off,pt_sel,dur,len,ndims,reg_hslab,irreg_hslab,npoints,timestamp,total,start
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,473956351,MOD,4789,write,113,N/A,469762048,-1,0.209534,4194304,-1,-1,-1,-1,1718735579.211424,10.937025,10.937987
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,478150655,MOD,4789,write,114,N/A,473956352,-1,0.206658,4194304,-1,-1,-1,-1,1718735579.418396,11.143683,11.147836
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,482344959,MOD,4789,write,115,N/A,478150656,-1,0.223253,4194304,-1,-1,-1,-1,1718735579.644108,11.366937,11.356952
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,486539263,MOD,4789,write,116,N/A,482344960,-1,0.204812,4194304,-1,-1,-1,-1,1718735579.849350,11.571748,11.580636
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,490733567,MOD,4789,write,117,N/A,486539264,-1,0.197746,4194304,-1,-1,-1,-1,1718735580.047421,11.769494,11.785773
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,494927871,MOD,4789,write,118,N/A,490733568,-1,0.206436,4194304,-1,-1,-1,-1,1718735580.255350,11.975930,11.985012
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,499122175,MOD,4789,write,119,N/A,494927872,-1,0.224598,4194304,-1,-1,-1,-1,1718735580.480372,12.200528,12.191871
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,503316479,MOD,4789,write,120,N/A,499122176,-1,0.208988,4194304,-1,-1,-1,-1,1718735580.689691,12.409517,12.416801
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,507510783,MOD,4789,write,121,N/A,503316480,-1,0.216423,4194304,-1,-1,-1,-1,1718735580.906422,12.625939,12.626097
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,511705087,MOD,4789,write,122,N/A,507510784,-1,0.210612,4194304,-1,-1,-1,-1,1718735581.117476,12.836551,12.842962
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,515899391,MOD,4789,write,123,N/A,511705088,-1,0.207680,4194304,-1,-1,-1,-1,1718735581.325615,13.044231,13.054033
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,520093695,MOD,4789,write,124,N/A,515899392,-1,0.212331,4194304,-1,-1,-1,-1,1718735581.538351,13.256562,13.262118
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,524287999,MOD,4789,write,125,N/A,520093696,-1,0.216618,4194304,-1,-1,-1,-1,1718735581.755429,13.473180,13.474909
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,528482303,MOD,4789,write,126,N/A,524288000,-1,0.214803,4194304,-1,-1,-1,-1,1718735581.971889,13.687982,13.693184
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,532676607,MOD,4789,write,127,N/A,528482304,-1,0.225211,4194304,-1,-1,-1,-1,1718735582.197381,13.913193,13.908267
POSIX,1000,ip-172-31-89-93,0,N/A,0,-1,9223372036854775807,N/A,536870911,MOD,4789,write,128,N/A,532676608,-1,0.213503,4194304,-1,-1,-1,-1,1718735582.411357,14.126696,14.133951
POSIX,1000,ip-172-31-89-93,-1,N/A,0,-1,9223372036854775807,N/A,-1,MOD,4789,close,1,N/A,-1,-1,0.000006,-1,-1,-1,-1,-1,1718735595.565622,0.000254,27.501713
STDIO,1000,ip-172-31-89-93,-1,N/A,0,7,9223372036854775807,N/A,308,MOD,4789,write,7,N/A,309,-1,0.000001,0,-1,-1,-1,-1,1718735595.565918,0.000390,27.502015
POSIX,1000,ip-172-31-89-93,-1,/home/ubuntu/testFile.00000000,0,-1,9223372036854775807,/home/ubuntu/ior/src/ior,-1,MET,4789,open,2,darshan_data,-1,-1,0.000009,-1,-1,-1,-1,-1,1718735595.565968,0.000262,27.502057
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,4194303,MOD,4789,read,1,N/A,0,-1,0.000878,4194304,-1,-1,-1,-1,1718735595.566922,0.000878,27.502142
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,8388607,MOD,4789,read,2,N/A,4194304,-1,0.000576,4194304,-1,-1,-1,-1,1718735595.569159,0.001455,27.504681
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,12582911,MOD,4789,read,3,N/A,8388608,-1,0.000586,4194304,-1,-1,-1,-1,1718735595.570166,0.002040,27.505678
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,16777215,MOD,4789,read,4,N/A,12582912,-1,0.000605,4194304,-1,-1,-1,-1,1718735595.572253,0.002646,27.507745
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,20971519,MOD,4789,read,5,N/A,16777216,-1,0.000583,4194304,-1,-1,-1,-1,1718735595.573180,0.003229,27.508695
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,25165823,MOD,4789,read,6,N/A,20971520,-1,0.000589,4194304,-1,-1,-1,-1,1718735595.574136,0.003818,27.509644
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,29360127,MOD,4789,read,7,N/A,25165824,-1,0.000599,4194304,-1,-1,-1,-1,1718735595.575040,0.004417,27.510538
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,33554431,MOD,4789,read,8,N/A,29360128,-1,0.000592,4194304,-1,-1,-1,-1,1718735595.577007,0.005008,27.512513
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,37748735,MOD,4789,read,9,N/A,33554432,-1,0.000563,4194304,-1,-1,-1,-1,1718735595.577857,0.005572,27.513391
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,41943039,MOD,4789,read,10,N/A,37748736,-1,0.000566,4194304,-1,-1,-1,-1,1718735595.578715,0.006137,27.514247
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,46137343,MOD,4789,read,11,N/A,41943040,-1,0.000596,4194304,-1,-1,-1,-1,1718735595.580779,0.006733,27.516281
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,50331647,MOD,4789,read,12,N/A,46137344,-1,0.000521,4194304,-1,-1,-1,-1,1718735595.581507,0.007254,27.517084
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,54525951,MOD,4789,read,13,N/A,50331648,-1,0.000535,4194304,-1,-1,-1,-1,1718735595.582455,0.007789,27.518018
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,58720255,MOD,4789,read,14,N/A,54525952,-1,0.000543,4194304,-1,-1,-1,-1,1718735595.584254,0.008332,27.519809
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,62914559,MOD,4789,read,15,N/A,58720256,-1,0.000518,4194304,-1,-1,-1,-1,1718735595.585142,0.008851,27.520722
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,67108863,MOD,4789,read,16,N/A,62914560,-1,0.000496,4194304,-1,-1,-1,-1,1718735595.585837,0.009347,27.521438
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,71303167,MOD,4789,read,17,N/A,67108864,-1,0.000489,4194304,-1,-1,-1,-1,1718735595.586827,0.009836,27.522435
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,75497471,MOD,4789,read,18,N/A,71303168,-1,0.000524,4194304,-1,-1,-1,-1,1718735595.588896,0.010360,27.524469
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,79691775,MOD,4789,read,19,N/A,75497472,-1,0.000511,4194304,-1,-1,-1,-1,1718735595.589758,0.010872,27.525344
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,83886079,MOD,4789,read,20,N/A,79691776,-1,0.001824,4194304,-1,-1,-1,-1,1718735595.591852,0.012696,27.526126
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,88080383,MOD,4789,read,21,N/A,83886080,-1,0.000505,4194304,-1,-1,-1,-1,1718735595.592849,0.013201,27.528442
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,92274687,MOD,4789,read,22,N/A,88080384,-1,0.000523,4194304,-1,-1,-1,-1,1718735595.593684,0.013723,27.529259
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,96468991,MOD,4789,read,23,N/A,92274688,-1,0.000521,4194304,-1,-1,-1,-1,1718735595.594683,0.014244,27.530260
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,100663295,MOD,4789,read,24,N/A,96468992,-1,0.000520,4194304,-1,-1,-1,-1,1718735595.595596,0.014764,27.531173
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,104857599,MOD,4789,read,25,N/A,100663296,-1,0.000506,4194304,-1,-1,-1,-1,1718735595.596525,0.015270,27.532117
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,109051903,MOD,4789,read,26,N/A,104857600,-1,0.000479,4194304,-1,-1,-1,-1,1718735595.597275,0.015749,27.532894
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,113246207,MOD,4789,read,27,N/A,109051904,-1,0.001842,4194304,-1,-1,-1,-1,1718735595.599776,0.017591,27.534032
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,117440511,MOD,4789,read,28,N/A,113246208,-1,0.000532,4194304,-1,-1,-1,-1,1718735595.600783,0.018123,27.536349
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,121634815,MOD,4789,read,29,N/A,117440512,-1,0.000522,4194304,-1,-1,-1,-1,1718735595.601612,0.018645,27.537188
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,125829119,MOD,4789,read,30,N/A,121634816,-1,0.000507,4194304,-1,-1,-1,-1,1718735595.602622,0.019152,27.538213
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,130023423,MOD,4789,read,31,N/A,125829120,-1,0.000502,4194304,-1,-1,-1,-1,1718735595.604901,0.019653,27.540497
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,134217727,MOD,4789,read,32,N/A,130023424,-1,0.000595,4194304,-1,-1,-1,-1,1718735595.605732,0.020249,27.541234
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,138412031,MOD,4789,read,33,N/A,134217728,-1,0.000552,4194304,-1,-1,-1,-1,1718735595.606635,0.020801,27.542181
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,142606335,MOD,4789,read,34,N/A,138412032,-1,0.001504,4194304,-1,-1,-1,-1,1718735595.608337,0.022305,27.542930
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,146800639,MOD,4789,read,35,N/A,142606336,-1,0.000479,4194304,-1,-1,-1,-1,1718735595.609286,0.022784,27.544904
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,150994943,MOD,4789,read,36,N/A,146800640,-1,0.000482,4194304,-1,-1,-1,-1,1718735595.610082,0.023266,27.545698
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,155189247,MOD,4789,read,37,N/A,150994944,-1,0.000531,4194304,-1,-1,-1,-1,1718735595.612055,0.023797,27.547622
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,159383551,MOD,4789,read,38,N/A,155189248,-1,0.000484,4194304,-1,-1,-1,-1,1718735595.613052,0.024281,27.548666
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,163577855,MOD,4789,read,39,N/A,159383552,-1,0.000514,4194304,-1,-1,-1,-1,1718735595.614129,0.024795,27.549713
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,167772159,MOD,4789,read,40,N/A,163577856,-1,0.000488,4194304,-1,-1,-1,-1,1718735595.615868,0.025282,27.551478
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,171966463,MOD,4789,read,41,N/A,167772160,-1,0.000551,4194304,-1,-1,-1,-1,1718735595.616608,0.025833,27.552155
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,176160767,MOD,4789,read,42,N/A,171966464,-1,0.000541,4194304,-1,-1,-1,-1,1718735595.617567,0.026375,27.553123
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,180355071,MOD,4789,read,43,N/A,176160768,-1,0.000530,4194304,-1,-1,-1,-1,1718735595.618557,0.026904,27.554125
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,184549375,MOD,4789,read,44,N/A,180355072,-1,0.000515,4194304,-1,-1,-1,-1,1718735595.619533,0.027419,27.555115
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,188743679,MOD,4789,read,45,N/A,184549376,-1,0.000600,4194304,-1,-1,-1,-1,1718735595.621775,0.028019,27.557273
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,192937983,MOD,4789,read,46,N/A,188743680,-1,0.000508,4194304,-1,-1,-1,-1,1718735595.622753,0.028527,27.558343
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,197132287,MOD,4789,read,47,N/A,192937984,-1,0.000677,4194304,-1,-1,-1,-1,1718735595.623864,0.029204,27.559285
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,201326591,MOD,4789,read,48,N/A,197132288,-1,0.000534,4194304,-1,-1,-1,-1,1718735595.624591,0.029738,27.560154
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,205520895,MOD,4789,read,49,N/A,201326592,-1,0.000474,4194304,-1,-1,-1,-1,1718735595.626204,0.030212,27.561828
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,209715199,MOD,4789,read,50,N/A,205520896,-1,0.000483,4194304,-1,-1,-1,-1,1718735595.628006,0.030694,27.563621
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,213909503,MOD,4789,read,51,N/A,209715200,-1,0.000541,4194304,-1,-1,-1,-1,1718735595.628793,0.031235,27.564350
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,218103807,MOD,4789,read,52,N/A,213909504,-1,0.000502,4194304,-1,-1,-1,-1,1718735595.629771,0.031738,27.565367
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,222298111,MOD,4789,read,53,N/A,218103808,-1,0.000477,4194304,-1,-1,-1,-1,1718735595.630841,0.032214,27.566462
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,226492415,MOD,4789,read,54,N/A,222298112,-1,0.000471,4194304,-1,-1,-1,-1,1718735595.633020,0.032686,27.568647
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,230686719,MOD,4789,read,55,N/A,226492416,-1,0.000469,4194304,-1,-1,-1,-1,1718735595.634039,0.033155,27.569667
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,234881023,MOD,4789,read,56,N/A,230686720,-1,0.000476,4194304,-1,-1,-1,-1,1718735595.635099,0.033631,27.570721
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,239075327,MOD,4789,read,57,N/A,234881024,-1,0.000501,4194304,-1,-1,-1,-1,1718735595.636799,0.034132,27.572395
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,243269631,MOD,4789,read,58,N/A,239075328,-1,0.000508,4194304,-1,-1,-1,-1,1718735595.637666,0.034640,27.573256
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,247463935,MOD,4789,read,59,N/A,243269632,-1,0.000500,4194304,-1,-1,-1,-1,1718735595.638659,0.035141,27.574256
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,251658239,MOD,4789,read,60,N/A,247463936,-1,0.000513,4194304,-1,-1,-1,-1,1718735595.639624,0.035653,27.575209
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,255852543,MOD,4789,read,61,N/A,251658240,-1,0.000565,4194304,-1,-1,-1,-1,1718735595.641835,0.036218,27.577368
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,260046847,MOD,4789,read,62,N/A,255852544,-1,0.000597,4194304,-1,-1,-1,-1,1718735595.642614,0.036816,27.578114
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,264241151,MOD,4789,read,63,N/A,260046848,-1,0.000472,4194304,-1,-1,-1,-1,1718735595.643275,0.037287,27.578901
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,268435455,MOD,4789,read,64,N/A,264241152,-1,0.000496,4194304,-1,-1,-1,-1,1718735595.644389,0.037783,27.579990
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,272629759,MOD,4789,read,65,N/A,268435456,-1,0.000495,4194304,-1,-1,-1,-1,1718735595.645451,0.038279,27.581053
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,276824063,MOD,4789,read,66,N/A,272629760,-1,0.000492,4194304,-1,-1,-1,-1,1718735595.646468,0.038771,27.582073
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,281018367,MOD,4789,read,67,N/A,276824064,-1,0.000563,4194304,-1,-1,-1,-1,1718735595.648442,0.039334,27.583977
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,285212671,MOD,4789,read,68,N/A,281018368,-1,0.000489,4194304,-1,-1,-1,-1,1718735595.649122,0.039823,27.584731
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,289406975,MOD,4789,read,69,N/A,285212672,-1,0.000477,4194304,-1,-1,-1,-1,1718735595.650886,0.040300,27.586506
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,293601279,MOD,4789,read,70,N/A,289406976,-1,0.000514,4194304,-1,-1,-1,-1,1718735595.651762,0.040813,27.587346
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,297795583,MOD,4789,read,71,N/A,293601280,-1,0.000509,4194304,-1,-1,-1,-1,1718735595.652518,0.041322,27.588107
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,301989887,MOD,4789,read,72,N/A,297795584,-1,0.000473,4194304,-1,-1,-1,-1,1718735595.653179,0.041795,27.588803
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,306184191,MOD,4789,read,73,N/A,301989888,-1,0.000515,4194304,-1,-1,-1,-1,1718735595.654466,0.042310,27.590049
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,310378495,MOD,4789,read,74,N/A,306184192,-1,0.000518,4194304,-1,-1,-1,-1,1718735595.655174,0.042828,27.590753
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,314572799,MOD,4789,read,75,N/A,310378496,-1,0.000500,4194304,-1,-1,-1,-1,1718735595.656696,0.043329,27.592293
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,318767103,MOD,4789,read,76,N/A,314572800,-1,0.000492,4194304,-1,-1,-1,-1,1718735595.658827,0.043820,27.594433
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,322961407,MOD,4789,read,77,N/A,318767104,-1,0.000498,4194304,-1,-1,-1,-1,1718735595.659707,0.044318,27.595306
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,327155711,MOD,4789,read,78,N/A,322961408,-1,0.000488,4194304,-1,-1,-1,-1,1718735595.660475,0.044806,27.596085
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,331350015,MOD,4789,read,79,N/A,327155712,-1,0.000518,4194304,-1,-1,-1,-1,1718735595.661184,0.045324,27.596763
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,335544319,MOD,4789,read,80,N/A,331350016,-1,0.000556,4194304,-1,-1,-1,-1,1718735595.662745,0.045880,27.598287
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,339738623,MOD,4789,read,81,N/A,335544320,-1,0.000535,4194304,-1,-1,-1,-1,1718735595.663746,0.046415,27.599308
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,343932927,MOD,4789,read,82,N/A,339738624,-1,0.000528,4194304,-1,-1,-1,-1,1718735595.665261,0.046942,27.600832
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,348127231,MOD,4789,read,83,N/A,343932928,-1,0.000487,4194304,-1,-1,-1,-1,1718735595.665958,0.047429,27.601569
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,352321535,MOD,4789,read,84,N/A,348127232,-1,0.000570,4194304,-1,-1,-1,-1,1718735595.667433,0.047999,27.602960
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,356515839,MOD,4789,read,85,N/A,352321536,-1,0.000720,4194304,-1,-1,-1,-1,1718735595.668603,0.048719,27.603981
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,360710143,MOD,4789,read,86,N/A,356515840,-1,0.000491,4194304,-1,-1,-1,-1,1718735595.669393,0.049210,27.604999
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,364904447,MOD,4789,read,87,N/A,360710144,-1,0.000744,4194304,-1,-1,-1,-1,1718735595.670617,0.049954,27.605970
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,369098751,MOD,4789,read,88,N/A,364904448,-1,0.000522,4194304,-1,-1,-1,-1,1718735595.673022,0.050477,27.608597
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,373293055,MOD,4789,read,89,N/A,369098752,-1,0.000537,4194304,-1,-1,-1,-1,1718735595.673711,0.051014,27.609271
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,377487359,MOD,4789,read,90,N/A,373293056,-1,0.000674,4194304,-1,-1,-1,-1,1718735595.674564,0.051688,27.609988
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,381681663,MOD,4789,read,91,N/A,377487360,-1,0.000714,4194304,-1,-1,-1,-1,1718735595.675662,0.052402,27.611045
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,385875967,MOD,4789,read,92,N/A,381681664,-1,0.000513,4194304,-1,-1,-1,-1,1718735595.676421,0.052915,27.612006
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,390070271,MOD,4789,read,93,N/A,385875968,-1,0.000475,4194304,-1,-1,-1,-1,1718735595.677081,0.053390,27.612704
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,394264575,MOD,4789,read,94,N/A,390070272,-1,0.000586,4194304,-1,-1,-1,-1,1718735595.678435,0.053976,27.613946
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,398458879,MOD,4789,read,95,N/A,394264576,-1,0.000509,4194304,-1,-1,-1,-1,1718735595.680788,0.054485,27.616376
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,402653183,MOD,4789,read,96,N/A,398458880,-1,0.000515,4194304,-1,-1,-1,-1,1718735595.681809,0.055000,27.617392
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,406847487,MOD,4789,read,97,N/A,402653184,-1,0.000535,4194304,-1,-1,-1,-1,1718735595.682648,0.055535,27.618211
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,411041791,MOD,4789,read,98,N/A,406847488,-1,0.000492,4194304,-1,-1,-1,-1,1718735595.683400,0.056027,27.619005
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,415236095,MOD,4789,read,99,N/A,411041792,-1,0.000470,4194304,-1,-1,-1,-1,1718735595.684283,0.056497,27.619911
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,419430399,MOD,4789,read,100,N/A,415236096,-1,0.000480,4194304,-1,-1,-1,-1,1718735595.685066,0.056978,27.620683
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,423624703,MOD,4789,read,101,N/A,419430400,-1,0.000508,4194304,-1,-1,-1,-1,1718735595.685755,0.057485,27.621345
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,427819007,MOD,4789,read,102,N/A,423624704,-1,0.000485,4194304,-1,-1,-1,-1,1718735595.687927,0.057971,27.623540
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,432013311,MOD,4789,read,103,N/A,427819008,-1,0.000512,4194304,-1,-1,-1,-1,1718735595.688594,0.058483,27.624180
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,436207615,MOD,4789,read,104,N/A,432013312,-1,0.000540,4194304,-1,-1,-1,-1,1718735595.690563,0.059023,27.626120
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,440401919,MOD,4789,read,105,N/A,436207616,-1,0.000499,4194304,-1,-1,-1,-1,1718735595.691531,0.059522,27.627130
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,444596223,MOD,4789,read,106,N/A,440401920,-1,0.000526,4194304,-1,-1,-1,-1,1718735595.692528,0.060048,27.628100
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,448790527,MOD,4789,read,107,N/A,444596224,-1,0.000498,4194304,-1,-1,-1,-1,1718735595.693528,0.060545,27.629128
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,452984831,MOD,4789,read,108,N/A,448790528,-1,0.000556,4194304,-1,-1,-1,-1,1718735595.695698,0.061102,27.631239
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,457179135,MOD,4789,read,109,N/A,452984832,-1,0.000525,4194304,-1,-1,-1,-1,1718735595.696380,0.061627,27.631953
POSIX,1000,ip-172-31-89-93,1,N/A,0,-1,9223372036854775807,N/A,461373439,MOD,4789,read,110,N/A,457179136,-1,0.000476,4194304,-1,-1,-1,-1,1718735595.697034,0.062102,27.632656
